title,author,year,press,price,category
PONY四季美妆物语（荣登亚洲各大韩妆畅销榜！ARORA、小腻腻、古晨等亿万点击达人天团力荐！附DVD）,朴惠敏,2012,广西科学技术出版社,38.0,时尚/美妆
艾扬格调息之光+帕坦伽利瑜伽经之光（2本套装）,艾扬格；,2019,海南出版社,137.8,时尚/美妆
指尖美学 时尚美甲设计从入门到精通,帕特吹莎,2019,人民邮电出版社,118.0,时尚/美妆
有机花园——家庭庭院设计风格与建造,[日]曳地Toshi，曳地义治 著,2019,水利水电出版社,49.9,家庭/家居
二木景天多肉植物图鉴,二木 张秋涵,2019,水利水电出版社,89.0,家庭/家居
园丁的一年（90周年珍藏版）,[捷克]卡雷尔·恰佩克,2019,北京科学技术出版社,45.0,家庭/家居
花草时光：一花一世界（现代人的“纸上疗愈花园”，教你赏花、知花、插花、送花、爱上花。）,[日]新井光史 著 快读慢活 出品,2019,江苏凤凰文艺出版社,58.0,家庭/家居
与植物一起生活（川本谕的植物美学教室系列）,川本谕,2019,中信出版社,58.0,家庭/家居
葛雷欧花艺设计手绘图本[精选套装],[德]葛雷欧·洛许,2018,北京科学技术出版社,328.0,家庭/家居
成为花艺师--花艺设计的构思与创作——从激发灵感到实现创意的思维方法,（日）久保数政  著,2018,化学工业出版社,68.0,家庭/家居
精简 : 日式精要主义生活法则,[日]石原左知子 著，胡南夫 译,2018,天津人民出版社,42.0,家庭/家居
花艺秘谱——美国新锐花艺工作室自然风插花106,〔美〕阿莱西娅·哈兰波利斯 〔美〕吉尔·里佐 著，〔美〕佩奇·格林 摄，何浈 译,2017,河南科学技术出版社,99.0,家庭/家居
小户型装出大格局 北欧简约风格（高效利用转角、阳台空间；巧妙玩转色彩搭配；120余种单品推荐，轻松教你住进北欧风的家。）,苏末 编著，凤凰空间 出品,2017,江苏科学技术出版社,39.8,家庭/家居
不用收拾就整齐：越住越舒适的家居设计秘诀,（日）水越美枝子 著,2017,化学工业出版社,49.0,家庭/家居
小阳台变身梦想花园,日本Graphic-sha编辑部,2015,福建科技出版社,49.8,家庭/家居
小家好好住,漂亮家居编辑部 著,2019,中国轻工业出版社,68.0,家庭/家居
室内绿植完整手册,劳伦·卡米雷利，索菲娅·卡普兰,2019,中信出版社,98.0,家庭/家居
何为美好生活系列（套装5册）（自律的作息，健康的食物，规律的运动，艺术爱好，舒心的工作，这才是生活。）,[日] 香菜子 （日）坂井顺子,2019,北京时代华文书局,245.0,家庭/家居
花道的艺术：日式花道完全指南,[日]佐藤昌三,2019,北京科学技术出版社,128.0,家庭/家居
庭院DIY——打造33个实用景观设施,[德]皮特 哈根（Peter Hagen），杨济森 译,2019,水利水电出版社,59.9,家庭/家居
美感的起点（川本谕的植物美学教室系列）,川本谕,2019,中信出版社,58.0,家庭/家居
美式风格手记（川本谕的植物美学教室系列）,川本谕,2019,中信出版社,58.0,家庭/家居
无印良品的舒适居家指南,[日]株式会社无限知识（x-knowledge）,2019,华中科技大学出版社,79.8,家庭/家居
十年十倍 散户也可以学习的量化投资方法,金伟民（@持有封基） 著;,2017,中国经济出版社,56.0,投资理财
期货金手指系列 农产品期货,付上金,2017,中国宇航出版社,58.0,投资理财
3小时快学期权,上海证券交易所衍生品部   著,2016,格致出版社,25.0,投资理财
100倍超级强势股：我如何在28个月内用4.8万从股市赚到680万（口述股市“贴身肉博”3 000小时，赚取145 972%收益的惊心动魄过程；李大霄、但斌、凯恩斯等股市赢家推荐）。,（美）斯泰恩　著，谭浩　译；中资海派  出品,2015,广东经济出版社有限公司,49.8,投资理财
工作前5年，决定你一生的财富,三公子　著,2015,中国铁道出版社,39.8,投资理财
债券及债券基金投资从入门到精通（投资者每天必读，人人都看得懂、学得会的投资秘诀）,(美)埃斯梅·法尔博,2013,人民邮电出版社,49.0,投资理财
金融心理学（你不能不读的五大投资经典著作之一！《逃不开的经济周期》作者成名之作，长销10年不衰！）,（挪）特维德　著，周为群　译,2012,中信出版社,66.0,投资理财
与财富同行 金李财富管理通识课 当当专享定制“财富”书签,"金李,马雪梅",2019,人民邮电出版社,69.0,投资理财
行为金融学：洞察非理性投资心理和市场,[英]詹姆斯·蒙蒂尔,2020,中国青年出版社,69.0,投资理财
缠论解析 缠中说禅技术理论图解（当当独家首发 增订珍藏版）,江南小隐,2019,中国宇航出版社,38.0,投资理财
投资者的未来（典藏版）,[美] 杰里米 J. 西格尔,2018,机械工业出版社,80.0,投资理财
期货交易实战 套利模式 技术分析与交易系统构建,投资赢天下,2018,人民邮电出版社,49.8,投资理财
低风险投资之路2,徐大为 刘颖,2016,中国经济出版社,58.0,投资理财
振荡指标MACD：波段操作精解：升级版,凌波,2014,中华工商联合出版社,49.8,投资理财
期货交易策略（期货交易大师克罗代表作，《期货日报》社长陈邦华、著名学者胡俞越、《十年一梦》作者青泽联袂推荐，期货界先知的箴言录）,(美)克罗,2013,山西人民出版社发行部,45.0,投资理财
从1万到1亿：证券投资底层逻辑,刘海亮,2018,北京联合出版有限公司,58.0,投资理财
八大涨停板战法 三三三精准开仓交易法,"马重祥,马超",2019,中国宇航出版社,38.0,投资理财
巴菲特的护城河(2019版)：降低风险、提高获利的股市真规则,（美）帕特·多尔西　著；中资海派  出品,2019,中国经济出版社,55.0,投资理财
解读基金——我的投资观与实践（修订版）,季凯帆、康峰,2018,中国经济出版社,58.0,投资理财
富爸爸我和埃米的富足之路,"罗伯特·清崎,埃米·清崎",2017,四川人民出版社,39.8,投资理财
日本铁道解剖书,(日) 岩间昌子 著,2018,南海出版公司,58.0,建筑
日本建筑解剖书,日本STUDIOWORK工作室,2016,南海出版公司,45.0,建筑
站城一体开发Ⅱ,日建设计 站城一体开发研究会 编著,2019,辽宁科学技术出版社,120.0,建筑
GB 50013-2018 室外给水设计标准,中华人民共和国住房和城乡建设部,2019,,58.0,建筑
室内设计数据手册：空间与尺度,理想·宅  编著,2019,化学工业出版社,58.0,建筑
城市规划概论（原著修订第3版）（畅销40余年的日本城市规划“圣经”！）,[日]日笠端；[日]日端康雄； 凤凰空间 出品,2019,江苏凤凰科学技术出版社,79.0,建筑
室内设计与施工节点手册——三维可视化设计与工艺解析,腔调软装，黄小宝  编著,2019,化学工业出版社,128.0,建筑
北京古建筑物语.一：红墙黄瓦,张克群  著,2019,化学工业出版社,48.0,建筑
GB 50068-2018 建筑结构可靠性设计统一标准,中华人民共和国住房和城乡建设部,2019,中国建筑工业出版社,32.0,建筑
建筑工程快速识图技巧（第二版）,黄梅  主编,2018,化学工业出版社,49.8,建筑
建筑业企业资质管理文件汇编（第二版）,中华人民共和国住房和城乡建设部,2018,中国建筑工业出版社,45.0,建筑
城市空间设计套装（街道的美学+外部空间设计）,芦原义信 著，凤凰空间 出品,2017,江苏凤凰文艺出版社,130.0,建筑
街道的美学（上、下）（日本著名建筑大师芦原义信呕心之作！全新中文版经典再现！畅销30余年！）,（日）芦原义信 著，凤凰空间 出品,2017,江苏凤凰文艺出版社,88.0,建筑
门式刚架轻型房屋钢结构技术规范 GB51022-2015,中华人民共和国住房和城乡建设部,2016,中国建筑工业出版社,28.0,建筑
总体设计（引进版权）（建筑规划设计的经典之作，专业人士的必备手册！）,【美国】凯文·林奇 【美国】加里·海克，凤凰空间 出品,2016,江苏科学技术出版社,78.0,建筑
政府采购、工程招标、投标与评标1200问 第2版,刘海桑,2016,机械工业出版社,56.0,建筑
癫狂的纽约：给曼哈顿补写的宣言,雷姆·库哈斯,2015,生活.读书.新知三联书店,88.0,建筑
中国城池史,张驭寰　著，   创美工厂 出品,2015,中国友谊出版公司,48.0,建筑
GB50204-2015  混凝土结构工程施工质量验收规范,,2015,中国建筑工业出版社,22.0,建筑
图解建筑工程现场细部施工做法,闵玉辉　主编,2015,化学工业出版社,38.0,建筑
电网调度计划检修10年工作手记,黄加一 著,2019,中国电力出版社,68.0,工业技术
“中国制造2025”出版工程--工业机器人系统设计,吴伟国  著,2019,化学工业出版社,298.0,工业技术
焊工工艺与技能训练,王光富 李玉英,2019,吉林大学出版社,42.0,工业技术
我是怎样设计飞机的：美国飞机设计师凯利·约翰逊自传,[美]克拉伦斯·伦纳德·凯利·约翰逊、 [美]玛吉·史密斯Maggie Smith，译者：杨松  后浪,2019,浙江教育出版社,39.8,工业技术
亲密关系心理学,"孙睿盈 著,  悦读纪 出品",2019,青岛出版社,39.8,两性关系
情感心理学,何丽娟著 书田文化出品  有容书邦发行,2019,四川民族出版社,56.0,两性关系
陈一筠婚恋家庭指导手册（全3册）——恋爱择偶篇、婚姻成长篇、文选案例篇,陈一筠,2019,中国妇女出版社,129.0,两性关系
《灵性亲密关系》,李安妮,2019,中国青年出版社,69.0,两性关系
婚外情治理——复旦MBA手把手教你挽救婚姻,朱身勇,2019,中国发展出版社,69.0,两性关系
《性学观止》（插图第6版·全两册）,著者：[美] 贺兰特?凯查杜里安（Herant A. Katchadourian） 译者：胡颖翀 史如松 陈海敏  后浪,2019,科学技术文献出版社,150.0,两性关系
爱自己，和谁结婚都一样（新版）: 自我治愈的温暖系情爱婚恋手册,娃－玛丽亚·楚尔霍斯特 著；中资海派  出品,2018,中国妇女出版社,49.8,两性关系
DK成人科普爱情心理学百科（全彩）[精装大本],英国DK出版社,2018,电子工业出版社,118.0,两性关系
亲爱的，我们可以不吵架（畅销升级版）（亲密关系沟通圣经  帮助数亿家庭重拾幸福）,（美）诺曼·怀特，蔺秀云、徐守森译,2018,天地出版社,39.8,两性关系
爱的沟通 : 写给男士的科学恋爱指南,约翰·戈特曼 著，冷愛 译 湛庐文化 出品,2018,浙江人民出版社,69.9,两性关系
男人需要尊重，女人需要爱2：爱与尊重的语言,[美]爱默生·艾格里奇  译者：夏乐,2018,北京联合出版有限公司,39.8,两性关系
家庭系统排列：核心原理、操作实务与案例解析,周鼎文  著,2018,化学工业出版社,49.8,两性关系
亲爱的，其实你不懂爱（读美文库系列）各种情感病以及如何治愈情感病,圻双瑜,2017,台海出版社,32.0,两性关系
拜拜，恋爱脑：完美关系的心理学秘密,玲珑姐,2017,江苏凤凰文艺出版社,39.8,两性关系
男人来自火星，女人来自金星4:生活篇（升级版）,[美]约翰?格雷 博士 译者：谢珺容,2015,中华工商联合出版社,36.0,两性关系
男人来自火星，女人来自金星3:性爱篇（升级版）,[美]约翰?格雷 博士 译者：刘增莉,2015,中华工商联合出版社,32.0,两性关系
好婚姻，就是一次又一次爱上对方,哈爸 哼妈,2017,天津人民出版社,45.0,两性关系
恋爱读心术：没有搞不定的恋爱难题,恋爱成长学会专家组 著，凤凰联动 出品,2017,江苏凤凰文艺出版社,39.8,两性关系
Ayawawa情感私房课：如何得到你想要的婚姻与爱情,杨冰阳 著，博集天卷 出品,2017,湖南文艺出版社,39.8,两性关系
爱情博弈,浩晨·天宇,2017,中国言实出版社,39.8,两性关系
一步步成为养蜂人,〔德〕卡斯帕·宾纳菲尔德,2018,北京科学技术出版社,45.0,农业/林业
政和白茶（第2版）,杨丰 著,2017,中国农业出版社,68.0,农业/林业
土壤保护300问,徐明岗，刘宝存，陈守伦 等 著,2017,中国农业出版社有限公司,39.0,农业/林业
樱花栽培养护手册（彩图版）,张艳芳//徐玉秀,2017,中国农业出版社,180.0,农业/林业
图说果树整形修剪与栽培管理,[日]三轮正幸,2017,机械工业出版社,49.8,农业/林业
图说桃高效栽培关键技术,汪景彦崔金涛主编,2016,机械工业出版社,25.0,农业/林业
农业转基因科普知识百问百答——品种篇,农业部农业转基因生物安全管理办公室　篇,2016,中国农业出版社,20.0,农业/林业
塑料温室大棚设计与建设,"高和林, 赵斌, 贾建国编著",2014,中国农业出版社有限公司,50.0,农业/林业
规模化蛋鸡场生产与经营管理手册（现代畜牧业生产实用新技术丛书）,周友明，高木珍　主编,2014,中国农业出版社,50.0,农业/林业
300种常见园林树木识别图鉴,布凤琴，宋凤，臧德奎,2014,化学工业出版社,55.0,农业/林业
水产高效健康养殖丛书--南美白对虾高效养殖与疾病防治技术,曹煜成//文国梁//李卓佳//胡晓娟,2014,化学工业出版社,25.0,农业/林业
南美白对虾健康养殖技术（第二版）,"宋盛宪,李色东,陈丹 等",2013,化学工业出版社,20.0,农业/林业
果蔬贮藏及物流保鲜实用技术,皮钰珍 主编,2013,化学工业出版社,28.0,农业/林业
观赏龟饲养与防病手册,"赵春光,黄利权",2013,中国农业大学出版社,16.0,农业/林业
蛋鸡饲料调制加工与配方集萃,武书庚　编著,2013,中国农业科学技术出版社,15.0,农业/林业
蔬菜种植新技术（农业生产科技丛书）,叶自新　编著,2010,杭州出版社,18.0,农业/林业
园林植物病虫害防治（王润珍）,王润珍,2011,化学工业出版社,28.0,农业/林业
高产母猪健康养殖新技术,钟正泽、刘作华、王金勇　主编,2011,化学工业出版社,19.8,农业/林业
图说金针菇栽培关键技术（建设社会主义新农村图示书系）,王波,2011,中国农业出版社,15.0,农业/林业
森林资源资产评估实务,董新春　著,2010,中国林业出版社,24.0,农业/林业
世界上扣人心弦的侦探推理游戏（畅销书珍藏版）,,2017,中国华侨出版社,39.8,休闲/爱好
一学就会的时尚编绳技法,庞长华，庞昭华　著,2015,武汉大学出版社,39.8,手工/DIY
静香的花道生活:日式小原流花道技艺入门,静香　著,2015,化学工业出版社,58.0,手工/DIY
我的世界 战斗指南,艾阁蒙 著，童趣出版有限公司 编译,2016,人民邮电出版社,49.0,休闲/爱好
我的世界 新手导航,艾阁蒙  著，童趣出版有限公司 编,2016,人民邮电出版社,49.0,休闲/爱好
门萨横向思维与逻辑推理（修订本）,"Dave Chatten,Carolyn Skitt",2016,华东师范大学出版社,30.0,休闲/爱好
3D游戏改善视力,加里W.普瑞斯特   吉恩赖文,2016,浙江科学技术出版社,68.0,休闲/爱好
邓巴博士养狗圣经（通过积极的引导养育一只快乐、健康、行为得体的狗狗。全美十佳狗狗图书之一，国际知名训犬大师、动物行为学家伊恩·邓巴权威专著！）,（美）伊恩·邓巴　著，姚树君　译,2013,当代世界出版社,29.8,休闲/爱好
风水罗盘全解,傅洪光  著,2011,华龄,58.0,休闲/爱好
非常旺宅 住宅风水详解,黄一真　主编,2011,湖南美术出版社,98.0,休闲/爱好
500个侦探推理游戏,黄青翔  编,2011,中国华侨出版社,19.8,休闲/爱好
肯肯,北京广播电视台数独发展总部,2019,龙门书局,32.0,休闲/爱好
数独口袋题册（共6册）,蓝天,2019,机械工业出版社,59.9,休闲/爱好
如何成为魔方高手——从入门到盲拧,王富博  著,2019,化学工业出版社,39.8,休闲/爱好
练就超强大脑系列：300个经典数独游戏+400个经典侦探推理游戏+ 500个经典逻辑思维游戏,于雷  等,2018,天地出版社,119.4,休闲/爱好
极限挑战：魔境,盖尔斯·摩尔;乔安娜·韦伯斯特,2019,中国铁道出版社,68.0,休闲/爱好
乐高动力组创意搭建指南 车辆装置篇+机械结构篇,[日]五十川芳仁(Yoshihito Isogawa),2019,人民邮电出版社,178.0,休闲/爱好
志田瞳花漾毛衣编织新作+精选2,【日】志田瞳　著，张丹婷　译,2015,辽宁科学技术出版社,38.0,手工/DIY
最新版折纸大全,〔英〕里克·比奇 著；王晨曦 译,2014,河南科学技术出版社,68.0,手工/DIY
亲手给宝宝做一件衣服,日本靓丽社　著，黄鑫　译,2014,南海出版公司,36.0,手工/DIY
服装制作基础事典（打版、缝制技巧全图解，做衣服一本就够！将打版流程完全拆解的基础教学书）,郑淑玲,2013,河南科学技术出版社,48.0,手工/DIY
终极结绳技巧全图解（国际绳结协会全球强力推荐！热播探险节目《荒野求生》中贝尔的御用绳结书！）,"(澳) 内维尔·奥利菲, 玛德琳·萝莉·奥利菲著   凤凰含章出品",2013,武汉出版社,39.8,手工/DIY
最详尽的刺绣教科书,日本新星出版社编著,2013,河南科学技术出版社,32.8,手工/DIY
我的手工时间--可爱宝宝服裁缝大全(日本原版引进！详细图解和尺寸说明，超多款式！),(日) 靓丽社组织编写,2013,化学工业出版社,29.8,手工/DIY
园长教你做  60款亲子入门折纸,〔日〕川并知子 著，佟晓南 译,2012,河南科学技术出版社,32.8,手工/DIY
我的手工时间最简单的家庭木工,（日）地球丸木工编辑部  编，芙安  译,2011,化学工业出版社,38.0,手工/DIY
我的第一本标本制作书,(日)佐藤佳代子著，宋依阳译,2019,天津科学技术出版社,46.0,手工/DIY
堀内友纪动物刺绣绘本,[日] 堀内友纪 著,2019,中国纺织出版社,49.8,手工/DIY
手作羊毛毡童话玩偶,（日）上野实穗子（Mihoko Ueno）  著,2019,化学工业出版社,59.8,手工/DIY
微刺绣：绣绷里的插画艺术,[葡]伊瑞姆·亚兹瓷,2019,中国纺织出版社,59.8,手工/DIY
丝带绣艺术家：当丝带遇见立体刺绣,[南非] 迪·范尼凯克 著，陈磊 译,2019,中国纺织出版社,59.8,手工/DIY
簪花录 热缩片唯美古风饰品制作全解,Yuki酱,2019,人民邮电出版社,69.8,手工/DIY
优雅的蕾丝线钩针花饰,日本文艺社 著，半山上的主妇 译,2019,中国纺织出版社,49.8,手工/DIY
毛线球.30，婚礼服饰编织,日本宝库社,2019,河南科学技术出版社,69.0,手工/DIY
玩出来的逻辑思维——填方块谜题,康思谜题,2019,知识产权出版社,29.0,休闲/爱好
福音馆图鉴系列 4：游戏图鉴,著者：[日]奥成达，绘者：[日]永田晴美，责编：李志丹，译者：普磊、张艳辉   后浪,2019,四川人民出版社,70.0,休闲/爱好
我的世界建筑大师（3册）,卡尔顿出版集团,2019,人民邮电出版社,119.4,休闲/爱好
门萨智力大挑战,理查德·凯特,2018,华东师范大学出版社,45.0,休闲/爱好
门萨全新谜题集,蒂姆·戴多普洛斯,2018,华东师范大学出版社,45.0,休闲/爱好
可爱胸针小刺绣,日本世界文化社 编著 书中缘 出品,2019,南海出版公司,38.0,手工/DIY
协和专家教你 产后恢复身材棒,马良坤　主编,2017,电子工业出版社,39.9,孕产/胎教
备孕怀孕营养餐315例（315道适宜备孕、怀孕的日常饮食大百科，为妈妈和宝宝的饮食健康保驾护航！）,甘智荣   凤凰含章出品,2015,江苏科学技术出版社,29.8,孕产/胎教
最适合中国孕妇的国学胎教,董颖 崔剑剑,2014,吉林科学技术出版社,39.9,孕产/胎教
怀孕40周完美方案（2019年升级畅销版） 新老封面随机发放,王艳琴,2010,中国人口出版社,26.8,孕产/胎教
催乳按摩彩色图解（赠光盘）（母乳喂养，把健康和爱送给孩子，这是一个终身的礼物）,李红萍　编著,2009,辽宁科学技术出版社,24.0,孕产/胎教
做好体重管理：瘦怀孕（汉竹）,王琪,2019,江苏科学技术出版社,39.8,孕产/胎教
生男生女：孕前10周饮食计划,"(法) 弗朗索瓦· 帕帕, (法) 弗朗索瓦兹·拉布罗",2019,北京科学技术出版社,45.0,孕产/胎教
健身活力唤醒系列--产后普拉提,李春姬，牛群群，王婷婷  主编,2019,化学工业出版社,49.8,孕产/胎教
中国孩子中医养：怀孕怎么吃（全彩）用适合中国人的方式养好中国妈妈孕期舒适生得顺，养好中国宝宝先天好后天壮！书中看视频学中医,苏全新,2019,中国中医药出版社,49.8,孕产/胎教
怀孕四十周就要这样吃,生活新实用编辑部 编著,2019,江苏凤凰科学技术出版社,49.8,孕产/胎教
准妈妈实用手册,北京妇产医院围产医学部,2019,东方出版社,39.8,孕产/胎教
怀孕前后宜与忌,张勋,2019,中国科学技术出版社,39.8,孕产/胎教
胎教故事一天一夜（汉竹）,汉竹,2019,江苏凤凰科学技术出版社,22.8,孕产/胎教
吃不胖的备孕怀孕营养餐,刘丹，王兴国  著,2019,化学工业出版社,49.8,孕产/胎教
协和孕产专家教你  怀得上生得下（汉竹）,马良坤,2018,江苏科学技术出版社,52.0,孕产/胎教
孕产期营养圣经：霍尔福德孕产期最佳营养,[英]帕特里克·霍尔福德，[英]苏珊娜·劳森,2019,北京科学技术出版社,49.8,孕产/胎教
晚安，宝贝：睡前胎教故事（汉竹）,一一妈妈,2019,江苏凤凰科学技术出版社,29.8,孕产/胎教
坐月子喝对汤,潘昕,2019,中国轻工业出版社,48.0,孕产/胎教
孕产胎教育儿百科,王学典 编著,2018,北京联合出版公司,78.0,孕产/胎教
孕期40周要领全书（怀孕40周，该做什么，不该做什么，一目了然！）,杨静,2019,江西科学技术出版社,39.8,孕产/胎教
浙江旅行Let's Go（第3版）,《亲历者》编辑部,2019,中国铁道出版社,58.0,旅游/地图
物外01：另一种逃离,英国Another Escape编辑部,2019,中信出版社,56.0,旅游/地图
入藏八线,才华烨 主编，中国国家地理·图书 出品,2019,北京联合出版公司,68.0,旅游/地图
中国旅游地图册（大字版）不仅仅是旅游攻略，更是一种生活方式，一场文化传播。覆盖全国的交通、旅游地图，全国旅游景点介绍,成都地图出版社,2020,成都地图出版社,25.0,旅游/地图
趁，此身未老（随机签名版、小册子）,"阿Sam 著,博集天卷 出品",2019,湖南文艺出版社,45.0,旅游/地图
中国地图册,成都地图出版社,2020,成都地图出版社,30.0,旅游/地图
博目地球仪：20cm新课标学生专用灯光地球仪（高清大字）,北京博目地图制品有限公司,2018,测绘出版社,138.0,旅游/地图
日式生活美学：大人的周末,早啊晨之美、郭2姑娘 著,2018,新星出版社,69.0,旅游/地图
畅游日本（第三版）,百程旅行网,2017,中国轻工业出版社,58.0,旅游/地图
恋上民宿  恋上慢生活（一线旅游达人倾情推荐！流浪的心，远方的家：精选国内前沿的民宿，美食、美景、设计……更多惊喜等你体验！）,上海美宿网络科技有限公司  编，凤凰空间 出品,2017,江苏凤凰文艺出版社,39.8,旅游/地图
中国地图（挂墙与桌面两用版）(当当独家),中国地图出版社,2017,中国地图出版社,20.0,旅游/地图
2017年新编中国地图册,成都地图出版社,2020,成都地图出版社,19.8,旅游/地图
LP广州 孤独星球Lonely Planet旅行指南,澳大利亚Lonely Planet公司,2016,中国地图出版社,56.0,旅游/地图
LP西藏 孤独星球Lonely Planet旅行指南系列：西藏,澳大利亚Lonely Planet公司,2016,中国地图出版社,89.0,旅游/地图
旅之良品,〔日〕高桥大辅,2016,南海出版公司,35.0,旅游/地图
中国国家地理美丽的地球－南美洲,刘莹 田野 著，中国国家地理·图书 出品,2016,中信出版社,78.0,旅游/地图
中国国家地理美丽的地球－南极洲,科林·曼蒂斯 著，中国国家地理·图书 出品,2016,中信出版社,78.0,旅游/地图
就这样，我睡了全世界的沙发,潘靖仪,2016,中国地图出版社,35.0,旅游/地图
中国地形图 盒装折叠版，大比例尺1：450万地图，大幅对开图,中国地图出版社,2016,中国地图出版社,25.0,旅游/地图
中国地图挂图+世界地图挂图(无拼缝专业挂图套装组合 )[精选套装],中国地图出版社,2015,中国地图出版社,180.0,旅游/地图
小药工：中医传统手工制作活动,孔令谦，徐世杰  编著,2018,化学工业出版社,48.0,医学
触发点疗法：精准解决身体疼痛的肌筋膜按压疗法,〔美〕克莱尔·戴维斯，〔美〕安伯·戴维斯,2018,北京科学技术出版社,109.0,医学
扶阳论坛1（增补版）,卢崇汉，李可，吴荣祖，刘力红 著,2017,中国中医药出版社,48.0,医学
针灸大成,明.杨继洲,2017,山西科学技术出版社,29.0,医学
全新3D人体解剖图,坂井建雄 桥本尚词,2017,河北科技出版社,69.8,医学
李可古中医学堂——杂病治疗大法,左季云 著,2017,山西科学技术出版社,38.0,医学
黄帝内经注证发微（全三册）,【明】马莳,2017,中医古籍出版社,108.0,医学
中医脉诊秘诀 脉诊一学就通的奥秘,张湖德，王仰宗,2017,中国科学技术出版社,29.5,医学
药性琐谈 本草习性精研笔记,江海涛,2017,中国科学技术出版社,29.5,医学
杏林求真-跟诊王幸福老师嫡传手记实录,李中文整理 王幸福审阅,2016,中国科学技术出版社,29.5,医学
急诊冠状动脉介入治疗策略、技术及围术期处理,向定成,2018,科学出版社,39.0,医学
图解中草药大全,岳桂华，杨高华  编,2016,化学工业出版社,68.0,医学
血液净化学(第4版),王质刚,2016,北京科学技术出版社,480.0,医学
《任之堂医理悟真记》（《万病从根治》第2版）,余浩（任之堂主人）,2016,中国中医药出版社,42.0,医学
黄元御医学全书（增补版）,清·黄元御,2015,山西科学技术出版社,149.0,医学
静脉血栓栓塞症诊断与治疗,张福先　等主编,2013,人民卫生出版社,138.0,医学
内分泌和代谢病功能检查,赵文娟　等主编,2013,人民卫生出版社,58.0,医学
寻回中医失落的元神2:象之篇,潘毅　著,2013,广东科技出版社,35.0,医学
郑钦安医学三书(修订版),（清）郑钦安  著,2006,山西科学技术出版社,20.0,医学
中医名家名师讲稿丛书（第二辑）·邓中甲方剂学讲稿,邓中甲,2011,人民卫生出版社,49.0,医学
愉快地吃，痛快地瘦,陈宇慧（田螺姑娘）,2018,中信出版社,58.0,烹饪/美食
你不懂巧克力：有料、有趣、还有范儿的巧克力知识百科（巧克力控必读经典！日本美食家与插画大师联手呈献巧克力世界的甜美秘密。）,[日]香川理馨子 著  快读慢活 出品,2018,江苏凤凰文艺出版社,42.0,烹饪/美食
煲好汤 24节气广东靓汤轻松学,佘自强  著,2018,化学工业出版社,68.0,烹饪/美食
好吃懒做家常菜（萨巴厨房）,萨巴蒂娜,2017,中国轻工业出版社,39.8,烹饪/美食
一个人的料理小食光,恒星璀璨 著,2016,化学工业出版社,39.8,烹饪/美食
家常小炒一本就够,甘智荣   凤凰含章出品,2015,江苏科学技术出版社,29.8,烹饪/美食
美味蔬菜的360种做法,甘智荣  凤凰含章出品,2015,江苏科学技术出版社,29.8,烹饪/美食
一学就会的124种冰淇淋布丁（20 种水果冰淇淋，14 种奶香冰淇淋，24 种花样冰淇淋；43 种蒸烤布丁，23 种冰凉凝结布丁……满满的舌尖上的甜蜜诱惑！）,杨桃美食编辑部  凤凰含章出品,2015,江苏科学技术出版社,29.8,烹饪/美食
新编百姓最爱家常菜2888例,双福,2015,化学工业出版社,39.8,烹饪/美食
我们向往的生活——12道家常菜的生活哲学,《向往的生活》节目组,2019,广东旅游出版社,58.0,烹饪/美食
以茶入生活：在家泡茶、品茶的100个技巧,肖蕾,2019,北京美术摄影出版社,49.0,烹饪/美食
极简烘焙（全二册）[精选套装],[日] 吉永麻衣子 著 快读慢活 出品,2019,江苏凤凰文艺出版社,116.0,烹饪/美食
手绘面包辞典,[日]面包与洋葱， 译者：许郁文  后浪,2019,中国友谊出版公司,56.0,烹饪/美食
大师的菜 家常的味,《大师的菜》栏目组,2019,北京科学技术出版社,68.0,烹饪/美食
厨艺的精进,〔西〕霍安·罗加 著,2019,北京科学技术出版社,159.0,烹饪/美食
受用一生的餐桌礼仪,小仓朋子,2019,中信出版社,68.0,烹饪/美食
咖啡咖啡 第二版(当当独家),齐鸣,2019,江苏凤凰科学技术出版社,98.0,烹饪/美食
软欧面包轻松做 (软欧面包基础教程——送给爱好者的面包手记),子石 著; 凤凰空间 出品,2019,江苏凤凰科学技术出版社,49.8,烹饪/美食
茶与美,（日）柳宗悦 著 李启彰 译,2019,江苏凤凰文艺出版社,48.0,烹饪/美食
DK食材百科全书[精装大本],英国DK出版社,2018,中国轻工业出版社,268.0,烹饪/美食
刑法注释书,何帆,2019,中国民主法制出版社,99.0,法律
民事执行程序注释书,丁亮华,2019,中国民主法制出版社,88.0,法律
木腿正义(修订版),冯象,2006,北京大学出版社,49.0,法律
不良资产处置与资产管理公司实务精要,陈磊 著,2019,法律出版社,78.0,法律
中华人民共和国劳动争议调解仲裁法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,15.0,法律
《消防安全责任制实施办法》释义与解读,公安部消防局 著,2018,中国社会科学出版社,26.0,法律
公司法实务应用全书：律师公司业务基本技能与执业方法（第二版）,雷霆 著,2018,法律出版社,156.0,法律
上海市地方性法规汇编（2017年版）,上海市人民代表大会常务委员会法制工作委员会 编,2018,法律出版社,160.0,法律
学生伤害事故处理办法注解与配套(第四版),国务院法制办公室,2017,中国法制出版社,16.0,法律
刑法（总则）及配套规定新释新解（第七版）,张军 编,2017,人民法院出版社,198.0,法律
